mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
4.10,Developmental psychology,Moral development,,,,,
4.10,Developmental psychology,Personality development,,,,,
4.10,Developmental psychology,Personality development,Child development,,,,
4.10,Intelligence,Ability,,,,,
4.10,Intelligence,Aptitude,,,,,
4.10,Intelligence,Aptitude,Skills,,,,
4.10,Intelligence,Aptitude,Skills,Social skills,,,
4.10,Intelligence,Talent,,,,,
4.10,Motivation,Achievement motivation,,,,,
4.10,Motivation,Self discipline,,,,,
4.10,Personality,Identity,,,,,
4.10,Personality,Individual differences,,,,,
4.10,Personality,Mind,,,,,
4.10,Personality,Self esteem,,,,,
4.10,Psychology,Psychological research,,,,,
4.10,Psychology,Psychological research,Psychological tests,,,,
4.10,Psychology,Psychological research,Psychometrics,,,,
4.10,Psychology,Psychological schools,,,,,
4.10,Psychology,Psychological schools,Experimental psychology,,,,
4.15,Groups,Group size,,,,,
4.15,Groups,Group size,Small groups,,,,
4.15,Groups,Interest groups,,,,,
4.15,Groups,Target groups,,,,,
4.15,Social behaviour,Competition,,,,,
4.15,Social behaviour,Group behaviour,,,,,
4.15,Social behaviour,Group behaviour,Group dynamics,,,,
4.15,Social behaviour,Institutionalization,,,,,
4.15,Social behaviour,Social adaptation,,,,,
4.15,Social behaviour,Social control,,,,,
4.15,Social behaviour,Social inclusion,,,,,
4.15,Social behaviour,Social influence,,,,,
4.15,Social behaviour,Social norms,,,,,
4.15,Social behaviour,Social norms,Awards,,,,
4.15,Social behaviour,Social norms,Awards,UNESCO awards and honours,,,
4.15,Social behaviour,Social participation,,,,,
4.15,Social behaviour,Social participation,Womens participation,,,,
4.15,Social behaviour,Social participation,Youth participation,,,,
4.15,Social behaviour,Socialization,,,,,
4.15,Social behaviour,Youth activities,,,,,
4.15,Social environment,Quality of life,,,,,
4.15,Social environment,Social capital,,,,,
4.15,Social environment,Social change,,,,,
4.15,Social environment,Social change,Democratization,,,,
4.15,Social environment,Social change,Innovation behaviour,,,,
4.15,Social environment,Social change,Modernization,,,,
4.15,Social environment,Social change,Resistance to change,,,,
4.15,Social environment,Social change,Social mobility,,,,
4.15,Social environment,Social change,Social mobility,Social exclusion,,,
4.15,Social environment,Social factors,,,,,
4.15,Social interaction,Intergroup relations,,,,,
4.15,Social interaction,Interpersonal relations,,,,,
4.15,Social interaction,Interpersonal relations,Aggressiveness,,,,
4.15,Social movements,Youth movements,,,,,
4.15,Social stratification,Social class,,,,,
4.15,Social stratification,Social class,Middle class,,,,
4.15,Social stratification,Social class,Peasantry,,,,
4.15,Social stratification,Social class,Upper class,,,,
4.15,Social stratification,Social class,Working class,,,,
4.15,Social stratification,Social inequality,,,,,
4.15,Social stratification,Social roles,,,,,
4.15,Social stratification,Social roles,Gender roles,,,,
4.15,Social stratification,Social status,,,,,
4.15,Social structure,Aristocracy,,,,,
4.15,Social structure,Caste,,,,,
4.15,Social structure,Elite,,,,,
4.15,Social structure,Intelligentsia,,,,,
4.15,Social structure,Ruling class,,,,,
4.15,Social structure,Slavery,,,,,
4.15,Social systems,Contemporary society,,,,,
4.15,Social systems,Industrial societies,,,,,
4.15,Social systems,Industrial societies,Postindustrial societies,,,,
4.15,Social systems,Information society,,,,,
4.15,Social systems,Nations,,,,,
4.15,Social systems,Nations,Nation building,,,,
4.15,Social systems,Nonindustrialized societies,,,,,
4.15,Social systems,Traditional societies,,,,,
4.15,Value systems,Social values,,,,,
4.15,Value systems,Stereotypes,,,,,
4.15,Value systems,Stereotypes,Gender stereotypes,,,,
4.15,Value systems,Stereotypes,National stereotypes,,,,
4.20,Crime,Child abuse,,,,,
4.20,Crime,Corruption,,,,,
4.20,Crime,Drug traffic,,,,,
4.20,Crime,Espionage,,,,,
4.20,Crime,Homicide,,,,,
4.20,Crime,Human trafficking,,,,,
4.20,Crime,Sexual abuse,,,,,
4.20,Crime,Terrorism,,,,,
4.20,Crime,Torture,,,,,
4.20,Disadvantaged groups,Disabled persons,,,,,
4.20,Disadvantaged groups,Disabled persons,Disabled children,,,,
4.20,Disadvantaged groups,Disabled persons,Disabled war veterans,,,,
4.20,Disadvantaged groups,Disabled persons,Mentally disabled,,,,
4.20,Disadvantaged groups,Disabled persons,Multiply disabled,,,,
4.20,Disadvantaged groups,Disabled persons,Multiply disabled,Deaf and dumb,,,
4.20,Disadvantaged groups,Disabled persons,Physically disabled,,,,
4.20,Disadvantaged groups,Disabled persons,Physically disabled,Blind,,,
4.20,Disadvantaged groups,Disabled persons,Physically disabled,Deaf,,,
4.20,Disadvantaged groups,Disadvantaged children,,,,,
4.20,Disadvantaged groups,Disadvantaged children,Abandoned children,,,,
4.20,Disadvantaged groups,Disadvantaged children,Orphans,,,,
4.20,Disadvantaged groups,Disadvantaged children,Street children,,,,
4.20,Disadvantaged groups,Disadvantaged youth,,,,,
4.20,Disadvantaged groups,Educationally disadvantaged,,,,,
4.20,Disadvantaged groups,Educationally disadvantaged,Illiterates,,,,
4.20,Disadvantaged groups,Elderly,,,,,
4.20,Disadvantaged groups,Gender minorities,,,,,
4.20,Disadvantaged groups,Poor,,,,,
4.20,Disadvantaged groups,Poor,Homeless,,,,
4.20,Disadvantaged groups,Prisoners,,,,,
4.20,Disadvantaged groups,Unemployed,,,,,
4.20,Social problems,Addiction,,,,,
4.20,Social problems,Addiction,Alcoholism,,,,
4.20,Social problems,Addiction,Drug abuse,,,,
4.20,Social problems,Addiction,Smoking,,,,
4.20,Social problems,Delinquency,,,,,
4.20,Social problems,Delinquency,Juvenile delinquency,,,,
4.20,Social problems,Discrimination,,,,,
4.20,Social problems,Discrimination,Age discrimination,,,,
4.20,Social problems,Discrimination,Gender discrimination,,,,
4.20,Social problems,Discrimination,Homophobia,,,,
4.20,Social problems,Extremism,,,,,
4.20,Social problems,Malnutrition,,,,,
4.20,Social problems,Malnutrition,Hunger,,,,
4.20,Social problems,Pornography,,,,,
4.20,Social problems,Poverty,,,,,
4.20,Social problems,Prostitution,,,,,
4.20,Social problems,Social alienation,,,,,
4.20,Social problems,Social conflicts,,,,,
4.20,Social problems,Social conflicts,Youth unrest,,,,
4.20,Social problems,Suicide,,,,,
4.20,Social problems,Violence,,,,,
4.20,Social problems,Violence,Domestic violence,,,,
4.20,Social problems,Violence,Gender-based violence,,,,
4.20,Social problems,Violence,Vandalism,,,,
4.25,Health services,Hospitals,,,,,
4.25,Health services,Medical centres,,,,,
4.25,Health services,Patients,,,,,
4.25,Social policy,Social costs,,,,,
4.25,Social policy,Social justice,,,,,
4.25,Social policy,Social planning,,,,,
4.25,Social policy,Social planning,Social needs,,,,
4.25,Social policy,Social programmes,,,,,
4.25,Social policy,Social reform,,,,,
4.25,Social policy,Social responsibility,,,,,
4.25,Social services,Social security,,,,,
4.25,Social services,Social security,Legal aid,,,,
4.25,Social services,Social security,Pensions,,,,
4.25,Social welfare,Child welfare,,,,,
4.25,Social welfare,Child welfare,Adoption,,,,
4.25,Social welfare,Child welfare,Residential child care,,,,
4.25,Social welfare,Maternal welfare,,,,,
4.25,Social work,Counselling,,,,,
4.25,Social work,Social workers,,,,,
4.25,Social work,Volunteers,,,,,
4.25,Social work,Volunteers,International voluntary services,,,,
4.30,Ethnic groups,Amerindians,,,,,
4.30,Ethnic groups,Arabs,,,,,
4.30,Ethnic groups,Asians,,,,,
4.30,Ethnic groups,Asians,Indians,,,,
4.30,Ethnic groups,Coloureds,,,,,
4.30,Ethnic groups,Fulbe,,,,,
4.30,Ethnic groups,Indigenous peoples,,,,,
4.30,Ethnic groups,Inuit,,,,,
4.30,Ethnic groups,Multiethnic societies,,,,,
4.30,Ethnic groups,People of African descent,,,,,
4.30,Ethnic groups,Roma,,,,,
4.30,Ethnic groups,Tribes,,,,,
4.30,Ethnic groups,Whites,,,,,
4.30,Interethnic relations,Ethnic conflicts,,,,,
4.30,Interethnic relations,Ethnic discrimination,,,,,
4.30,Interethnic relations,Ethnic discrimination,Antisemitism,,,,
4.30,Interethnic relations,Ethnic discrimination,Racial prejudice,,,,
4.30,Interethnic relations,Ethnic discrimination,Racial segregation,,,,
4.30,Interethnic relations,Ethnic discrimination,Racial segregation,Apartheid,,,
4.30,Interethnic relations,Ethnic discrimination,Racial segregation,Desegregation,,,
4.30,Interethnic relations,Ethnic discrimination,Racism (doctrine),,,,
4.30,Interethnic relations,Ethnic discrimination,Xenophobia,,,,
4.30,Minority groups,,,,,,
4.35,Age distribution,Age groups,,,,,
4.35,Age distribution,Age groups,Adolescence,,,,
4.35,Age distribution,Age groups,Adolescence,Youth,,,
4.35,Age distribution,Age groups,Adults,,,,
4.35,Age distribution,Age groups,Childhood,,,,
4.35,Age distribution,Age groups,Childhood,Children,,,
4.35,Age distribution,Age groups,Childhood,Early childhood,,,
4.35,Age distribution,Age groups,Childhood,Early childhood,Preschool children,,
4.35,Age distribution,Age groups,Old age,,,,
4.35,Demography,Population distribution,,,,,
4.35,Demography,Population research,,,,,
4.35,Demography,Population research,Demographic statistics,,,,
4.35,Demography,Population research,Population censuses,,,,
4.35,Demography,Population research,Population projections,,,,
4.35,Migrants,Displaced persons,,,,,
4.35,Migrants,Exiles,,,,,
4.35,Migrants,Foreigners,,,,,
4.35,Migrants,Immigrants,,,,,
4.35,Migrants,Migrant workers,,,,,
4.35,Migrants,Nomads,,,,,
4.35,Migrants,Refugees,,,,,
4.35,Migration,Emigration,,,,,
4.35,Migration,Emigration,Brain drain,,,,
4.35,Migration,Immigration,,,,,
4.35,Migration,Immigration,Illegal immigration,,,,
4.35,Migration,Internal migration,,,,,
4.35,Migration,Internal migration,Rural migration,,,,
4.35,Migration,Labour migration,,,,,
4.35,Migration,Labour migration,Commuting,,,,
4.35,Migration,Migration policy,,,,,
4.35,Migration,Migration policy,Migration law,,,,
4.35,Migration,Nomadism,,,,,
4.35,Migration,Return migration,,,,,
4.35,Population,World population,,,,,
4.35,Population dynamics,Ageing population,,,,,
4.35,Population dynamics,Birth rate,,,,,
4.35,Population dynamics,Morbidity,,,,,
4.35,Population dynamics,Mortality,,,,,
4.35,Population dynamics,Mortality,Child mortality,,,,
4.35,Population dynamics,Nuptiality,,,,,
4.35,Population dynamics,Population decrease,,,,,
4.35,Population dynamics,Population increase,,,,,
4.35,Population dynamics,Population problems,,,,,
4.35,Population dynamics,Population problems,Overpopulation,,,,
4.35,Population dynamics,Population problems,Population density,,,,
4.35,Population policy,Population programmes,,,,,
4.35,Sex distribution,Sex,,,,,
4.35,Sex distribution,Sex,Men,,,,
4.35,Sex distribution,Sex,Men,Boys,,,
4.35,Sex distribution,Sex,Women,,,,
4.35,Sex distribution,Sex,Women,Girls,,,
4.35,Sex distribution,Sex,Women,Homemakers,,,
4.40,Family,Clans,,,,,
4.40,Family,Family environment,,,,,
4.40,Family,Family environment,Family disorganization,,,,
4.40,Family,Family environment,Family size,,,,
4.40,Family,Family environment,Parent attitudes,,,,
4.40,Family,Family environment,Parent child relationship,,,,
4.40,Family,Family environment,Parent child relationship,Generation gap,,,
4.40,Family,Family environment,Parent participation,,,,
4.40,Family,Family role,,,,,
4.40,Family,Family role,Parent role,,,,
4.40,Family,Households,,,,,
4.40,Family,Kinship,,,,,
4.40,Family,Kinship,Parents,,,,
4.40,Family,Kinship,Parents,Fathers,,,
4.40,Family,Kinship,Parents,Mothers,,,
4.40,Family,Kinship,Parents,Mothers,Single mothers,,
4.40,Family,Kinship,Parents,Mothers,Working mothers,,
4.40,Family,One parent families,,,,,
4.40,Family planning,Birth control,,,,,
4.40,Family planning,Birth control,Abortion,,,,
4.40,Family planning,Birth control,Contraception,,,,
4.40,Marriage,Marital status,,,,,
4.40,Marriage,Marital status,Married men,,,,
4.40,Marriage,Marital status,Married women,,,,
4.40,Marriage,Marital status,Single persons,,,,
4.40,Marriage,Marital status,Widows,,,,
4.40,Marriage,Mixed marriages,,,,,
4.40,Marriage,Polygamy,,,,,
4.45,Community development,Community action,,,,,
4.45,Community development,Community centres,,,,,
4.45,Community development,Community leaders,,,,,
4.45,Community development,Community leaders,Youth leaders,,,,
4.45,Community development,Community participation,,,,,
4.45,Community development,Self help,,,,,
4.45,Housing,Houses,,,,,
4.45,Housing,Houses,Mobile homes,,,,
4.45,Housing,Housing construction,,,,,
4.45,Housing,Housing design,,,,,
4.45,Housing,Housing needs,,,,,
4.45,Housing,Housing needs,Slums,,,,
4.45,Housing,Housing needs,Squatter settlements,,,,
4.45,Housing,Housing policy,,,,,
4.45,Housing,Housing policy,Housing finance,,,,
4.45,Housing,Rented housing,,,,,
4.45,Human settlements,Communities,,,,,
4.45,Human settlements,Habitats,,,,,
4.45,Human settlements,Human environment,,,,,
4.45,Land use,,,,,,
4.45,Open spaces,Landscape,,,,,
4.45,Open spaces,Landscape,Cultural landscapes,,,,
4.45,Open spaces,Landscape,Cultural landscapes,Sacred sites,,,
4.45,Open spaces,Landscape,Landscape design,,,,
4.45,Open spaces,Parks,,,,,
4.45,Open spaces,Urban spaces,,,,,
4.45,Regional development,Regional disparities,,,,,
4.45,Regional development,Regional economy,,,,,
4.45,Regional development,Regional planning,,,,,
4.45,Rural areas,Rural environment,,,,,
4.45,Rural areas,Rural population,,,,,
4.45,Rural areas,Rural population,Farmers,,,,
4.45,Rural areas,Rural population,Rural women,,,,
4.45,Rural areas,Rural population,Rural youth,,,,
4.45,Rural development,Rural economy,,,,,
4.45,Rural development,Rural extension,,,,,
4.45,Rural development,Rural planning,,,,,
4.45,Rural development,Rural sociology,,,,,
4.45,Urban areas,Historic cities,,,,,
4.45,Urban areas,Inclusive cities,,,,,
4.45,Urban areas,Industrial areas,,,,,
4.45,Urban areas,Industrial towns,,,,,
4.45,Urban areas,Metropolitan areas,,,,,
4.45,Urban areas,New towns,,,,,
4.45,Urban areas,Small towns,,,,,
4.45,Urban areas,Suburbs,,,,,
4.45,Urban areas,Urban environment,,,,,
4.45,Urban areas,Urban population,,,,,
4.45,Urban areas,Urban population,Urban youth,,,,
4.45,Urban development,Urban planning,,,,,
4.45,Urban development,Urban planning,Urban decentralization,,,,
4.45,Urban development,Urban planning,Urban design,,,,
4.45,Urban development,Urban planning,Urban renewal,,,,
4.45,Urban development,Urban planning,Urbanization,,,,
4.45,Urban development,Urban sociology,,,,,
5.05,Computer science,Cybernetics,,,,,
5.05,Indexing languages,Authority lists,,,,,
5.05,Indexing languages,Controlled languages,,,,,
5.05,Indexing languages,Controlled languages,Classification systems,,,,
5.05,Indexing languages,Controlled languages,Classification systems,Subject headings,,,
5.05,Indexing languages,Terminological control,,,,,
5.05,Indexing languages,Thesauri,,,,,
5.05,Indexing languages,Thesauri,Thesaurus compilation,,,,
5.05,Information,Communication information,,,,,
5.05,Information,Cultural information,,,,,
5.05,Information,Educational information,,,,,
5.05,Information,Scientific information,,,,,
5.05,Information,Scientific information,Energy information,,,,
5.05,Information,Scientific information,Environmental information,,,,
5.05,Information,Scientific information,Science popularization,,,,
5.05,Information,Social science information,,,,,
5.05,Information,Social science information,Economic information,,,,
5.05,Information,Social science information,Political information,,,,
5.05,Information,Social science information,Social information,,,,
5.05,Information exchange,Exchange of publications,,,,,
5.05,Information media,Electronic media,,,,,
5.05,Information media,Film media,,,,,
5.05,Information media,Film media,Film strips,,,,
5.05,Information media,Film media,Microforms,,,,
5.05,Information media,Film media,Microforms,Microfiches,,,
5.05,Information media,Film media,Microforms,Microfilms,,,
5.05,Information media,Print media,,,,,
5.05,Information media,Print media,Printing paper,,,,
5.05,Information media,Print media,Printing paper,Newsprint,,,
5.05,Information sciences,Archive science,,,,,
5.05,Information sciences,Archive science,History of archives,,,,
5.05,Information sciences,Documentation,,,,,
5.05,Information sciences,Library science,,,,,
5.05,Information sciences,Library science,History of libraries,,,,
5.05,Information/library research,Automatic text analysis,,,,,
5.05,Information/library research,Automatic text analysis,Automatic indexing,,,,
5.05,Information/library research,Bibliology,,,,,
5.05,Information/library research,Comparative librarianship,,,,,
5.05,Information/library standards,Cataloguing rules,,,,,
5.05,Information/library standards,Cataloguing rules,Bibliographic standards,,,,
5.05,Information/library standards,Cataloguing rules,Bibliographic standards,ISBD,,,
5.05,Information/library standards,Cataloguing rules,Bibliographic standards,ISBN,,,
5.05,Information/library standards,Cataloguing rules,Bibliographic standards,ISSN,,,
5.10,Communication,,,,,,
5.10,Communication planning,Communication administration,,,,,
5.10,Communication planning,Communication administration,Communication organizations,,,,
5.10,Communication planning,Communication administration,Communication organizations,Press councils,,,
5.10,Communication planning,Communication administration,Internet governance,,,,
5.10,Communication planning,Communication and development,,,,,
5.10,Communication planning,Communication programmes,,,,,
5.10,Communication planning,Communication statistics,,,,,
5.10,Communication planning,Computers and development,,,,,
5.10,Communication planning,Economics of communication,,,,,
5.10,Communication planning,Economics of communication,Book costs,,,,
5.10,Communication planning,Economics of communication,Communication finance,,,,
5.10,Communication policy,Communication control,,,,,
5.10,Communication policy,Communication control,Access to information,,,,
5.10,Communication policy,Communication control,Access to information,Open access,,,
5.10,Communication policy,Communication control,Access to information,Open data,,,
5.10,Communication policy,Communication control,Censorship,,,,
5.10,Communication policy,Communication control,Free flow of information,,,,
5.10,Communication policy,Communication development,,,,,
5.10,Communication policy,Communication development,Book development,,,,
5.10,Communication policy,Communication development,Media development,,,,
5.10,Communication policy,Communication development,Media development,Media diversity,,,
5.10,Communication policy,Communication development,Media development,Media pluralism,,,
5.10,Communication policy,Communication development,Media development,Media viability,,,
5.10,Communication policy,Communication ethics,,,,,
5.10,Communication policy,Communication ethics,Press ethics,,,,
5.10,Communication policy,Communication legislation,,,,,
5.10,Communication policy,Communication legislation,Broadcasting legislation,,,,
5.10,Communication policy,Communication legislation,Data protection,,,,
5.10,Communication policy,Communication legislation,Legal deposit,,,,
5.10,Communication policy,Communication strategies,,,,,
5.10,Communication process,Advertising,,,,,
5.10,Communication process,Advertising,Press advertising,,,,
5.10,Communication process,Advertising,Radio advertising,,,,
5.10,Communication process,Advertising,Television advertising,,,,
5.10,Communication process,Communication skills,,,,,
5.10,Communication process,Communication skills,Listening,,,,
5.10,Communication process,Communication skills,Nonverbal communication,,,,
5.10,Communication process,Communication skills,Reading,,,,
5.10,Communication process,Communication skills,Reading,Reading habit,,,
5.10,Communication process,Communication skills,Speech,,,,
5.10,Communication process,Communication skills,Speech,Oral expression,,,
5.10,Communication process,Communication skills,Writing,,,,
5.10,Communication process,Communication skills,Writing,Correspondence,,,
5.10,Communication process,Communication skills,Writing,Handwriting,,,
5.10,Communication process,Communication skills,Writing,Technical writing,,,
5.10,Communication process,Feedback (communication),,,,,
5.10,Communication process,Group communication,,,,,
5.10,Communication process,Group communication,Conferences,,,,
5.10,Communication process,Group communication,Group discussions,,,,
5.10,Communication process,Information transfer,,,,,
5.10,Communication process,Information transfer,News flow,,,,
5.10,Communication process,Interactive communication,,,,,
5.10,Communication process,Intercultural communication,,,,,
5.10,Communication process,Interpersonal communication,,,,,
5.10,Communication process,Mass communication,,,,,
5.10,Communication process,Mass communication,Public information,,,,
5.10,Communication process,Mass communication,Public relations,,,,
5.10,Communication process,Persuasion,,,,,
5.10,Communication process,Persuasion,Propaganda,,,,
5.10,Communication process,Persuasion,Propaganda,Disinformation,,,
5.10,Communication process,Persuasion,Propaganda,War propaganda,,,
5.10,Communication research,Audience research,,,,,
5.10,Communication research,Audience research,Audience participation,,,,
5.10,Communication research,Audience research,Audience rating,,,,
5.10,Communication research,Audience research,Audience reaction,,,,
5.10,Communication research,Audience research,Circulation figures,,,,
5.10,Communication research,Communication history,,,,,
5.10,Communication research,Communication impact,,,,,
5.10,Communication research,Communication psychology,,,,,
5.10,Communication research,Information theory,,,,,
5.10,Communication research,Information theory,Codes,,,,
5.10,Communication research,Sociology of communication,,,,,
5.10,Communication research,Sociology of communication,Public opinion,,,,
5.15,Archive management,Archive development,,,,,
5.15,Archive management,Archive legislation,,,,,
5.15,Archive management,Archive planning,,,,,
5.15,Archive management,Archive records,,,,,
5.15,Archive management,Archive records,Archive finding aids,,,,
5.15,Information users,Information needs,,,,,
5.15,Information users,Information user instruction,,,,,
5.15,Information users,Information user studies,,,,,
5.15,Information users,Library users,,,,,
5.15,Information/library administration,Information systems evaluation,,,,,
5.15,Information/library administration,Information/library legislation,,,,,
5.15,Information/library administration,Information/library management,,,,,
5.15,Information/library administration,Library collections,,,,,
5.15,Information/library planning,Information and development,,,,,
5.15,Information/library planning,Information/library cooperation,,,,,
5.15,Information/library planning,Information/library economics,,,,,
5.15,Information/library planning,Information/library economics,Information/library budgets,,,,
5.15,Information/library planning,Information/library economics,Information/library finance,,,,
5.15,Information/library planning,Information/library resources,,,,,
5.15,Information/library planning,Information/library statistics,,,,,
5.15,Information/library policy,Information/library development,,,,,
5.15,Information/library profession,Library associations,,,,,
5.15,Library use promotion,Library extension,,,,,
5.15,Library use promotion,Library extension,Library exhibitions,,,,
5.15,Library use promotion,Library extension,Reading promotion,,,,
5.15,Library use promotion,Library extension,Reading promotion,Reading guidance,,,
5.20,Broadcasting,Broadcasting production,,,,,
5.20,Broadcasting,Broadcasting programmes,,,,,
5.20,Broadcasting,Broadcasting programmes,Programme content,,,,
5.20,Broadcasting,Broadcasting programmes,Programme exchange,,,,
5.20,Broadcasting,Commercial broadcasting,,,,,
5.20,Broadcasting,Community media,,,,,
5.20,Broadcasting,National broadcasting,,,,,
5.20,Broadcasting,Radio,,,,,
5.20,Broadcasting,Radio,Radio news,,,,
5.20,Broadcasting,Radio,Radio programmes,,,,
5.20,Broadcasting,Rural broadcasting,,,,,
5.20,Broadcasting,Television,,,,,
5.20,Broadcasting,Television,Commercial television,,,,
5.20,Broadcasting,Television,Television news,,,,
5.20,Broadcasting,Television,Television production,,,,
5.20,Broadcasting,Television,Television programmes,,,,
5.20,Broadcasting industry,Radio stations,,,,,
5.20,Broadcasting industry,Television stations,,,,,
5.20,Communication industry,Postal services,,,,,
5.20,Communication industry,Telecommunications industry,,,,,
5.20,Communication personnel,Booksellers,,,,,
5.20,Communication personnel,Communication planners,,,,,
5.20,Communication personnel,Editors,,,,,
5.20,Communication personnel,Journalists,,,,,
5.20,Communication personnel,Journalists,Women journalists,,,,
5.20,Communication personnel,Publishers,,,,,
5.20,Communication personnel,TV/radio personnel,,,,,
5.20,Communication personnel,TV/radio personnel,TV/radio producers,,,,
5.20,Communication users,Radio listeners,,,,,
5.20,Communication users,Televiewers,,,,,
5.20,Computer personnel,,,,,,
5.20,Information industry,,,,,,
5.20,Information/library personnel,Archive personnel,,,,,
5.20,Information/library personnel,Archive personnel,Archivists,,,,
5.20,Information/library personnel,Information scientists,,,,,
5.20,Information/library personnel,Librarians,,,,,
5.20,Information/library personnel,Library technicians,,,,,
5.20,Journalism,,,,,,
5.20,Mass media,Social media,,,,,
5.20,Press,Local press,,,,,
5.20,Press,Newspaper press,,,,,
5.20,Press,Newspaper press,Press cuttings,,,,
5.20,Press,Periodical press,,,,,
5.20,Press,Rural press,,,,,
5.20,Press,Underground press,,,,,
5.20,Printing,Printing methods,,,,,
5.20,Printing,Printing methods,Binding,,,,
5.20,Printing,Printing methods,Illustration printing,,,,
5.20,Printing,Printing methods,Laser printing,,,,
5.20,Printing,Printing methods,Offset printing,,,,
5.20,Printing,Printing methods,Photocomposition,,,,
5.20,Printing,Printing methods,Typesetting,,,,
5.20,Publishing industry,Book industry,,,,,
5.20,Publishing industry,Book industry,Bookselling,,,,
5.20,Publishing industry,Book industry,Textbook production,,,,
5.20,Publishing industry,Microphotography,,,,,
5.20,Publishing industry,News agencies,,,,,
5.20,Publishing industry,Publishing,,,,,
5.20,Publishing industry,Publishing,Editing,,,,
5.20,Publishing industry,Publishing,Electronic publishing,,,,
5.20,Publishing industry,Publishing,Music publishing,,,,
5.20,Publishing industry,Publishing,Record industry,,,,
5.20,Publishing industry,Publishing,Video record industry,,,,
5.20,Videotex,,,,,,
5.25,Archives,Audiovisual archives,,,,,
5.25,Archives,Audiovisual archives,Film archives,,,,
5.25,Archives,Audiovisual archives,Sound archives,,,,
5.25,Archives,Government archives,,,,,
5.25,Archives,Government archives,Local government archives,,,,
5.25,Archives,National archives,,,,,
5.25,Archives,Public archives,,,,,
5.25,Information systems,Bibliographic services,,,,,
5.25,Information systems,Clearing houses,,,,,
5.25,Information systems,Data centres,,,,,
5.25,Information systems,Educational management information systems,,,,,
5.25,Information systems,Information services,,,,,
5.25,Information systems,Information services,Document delivery,,,,
5.25,Information systems,Integrated information systems,,,,,
5.25,Information systems,International information systems,,,,,
5.25,Information systems,Legal information systems,,,,,
5.25,Information systems,Management information systems,,,,,
5.25,Information systems,National information systems,,,,,
5.25,Information systems,Online information systems,,,,,
5.25,Information systems,Reference services,,,,,
5.25,Information systems,Scientific information systems,,,,,
5.25,Information systems,Scientific information systems,Agricultural information systems,,,,
5.25,Information systems,Scientific information systems,Geographical information systems,,,,
5.25,Information systems,Scientific information systems,Medical information systems,,,,
5.25,Information/library facilities,Archive facilities,,,,,
5.25,Information/library facilities,Archive facilities,Archive equipment,,,,
5.25,Information/library facilities,Archive facilities,Archive repositories,,,,
5.25,Information/library facilities,Information/library equipment,,,,,
5.25,Information/library facilities,Library buildings,,,,,
5.25,Information/library networks,,,,,,
5.25,Libraries,Academic libraries,,,,,
5.25,Libraries,Childrens libraries,,,,,
5.25,Libraries,Digital libraries,,,,,
5.25,Libraries,Government libraries,,,,,
5.25,Libraries,Institutional libraries,,,,,
5.25,Libraries,Institutional libraries,Hospital libraries,,,,
5.25,Libraries,Institutional libraries,Libraries for the blind,,,,
5.25,Libraries,International libraries,,,,,
5.25,Libraries,National libraries,,,,,
5.25,Libraries,National libraries,Depository libraries,,,,
5.25,Libraries,Public libraries,,,,,
5.25,Libraries,Public libraries,Mobile libraries,,,,
5.25,Libraries,Public libraries,Municipal libraries,,,,
5.25,Libraries,Public libraries,Regional libraries,,,,
5.25,Libraries,Public libraries,Rural libraries,,,,
5.25,Libraries,School libraries,,,,,
5.25,Special libraries,Agricultural libraries,,,,,
5.25,Special libraries,Art libraries,,,,,
5.25,Special libraries,Business libraries,,,,,
5.25,Special libraries,Film libraries,,,,,
5.25,Special libraries,Industrial libraries,,,,,
5.25,Special libraries,Law libraries,,,,,
5.25,Special libraries,Medical libraries,,,,,
5.25,Special libraries,Newspaper libraries,,,,,
5.25,Special libraries,Research libraries,,,,,
5.25,Special libraries,Sound libraries,,,,,
5.30,Books,Albums,,,,,
5.30,Books,Art books,,,,,
5.30,Books,Atlases,,,,,
5.30,Books,Childrens books,,,,,
5.30,Books,Conference papers,,,,,
5.30,Books,Guides,,,,,
5.30,Books,Guides,Guidebooks,,,,
5.30,Books,Guides,Style manuals,,,,
5.30,Books,Guides,Textbooks,,,,
5.30,Books,Rare books,,,,,
5.30,Books,Reference materials,,,,,
5.30,Books,Reference materials,Dictionaries,,,,
5.30,Books,Reference materials,Dictionaries,Glossaries,,,
5.30,Books,Reference materials,Encyclopaedias,,,,
5.30,Databases,Bibliographic databases,,,,,
5.30,Databases,Full text databases,,,,,
5.30,Documents,Bookform materials,,,,,
5.30,Documents,Machine readable materials,,,,,
5.30,Documents,Manuscripts,,,,,
5.30,Documents,Monographs,,,,,
5.30,Documents,Monographs,Country reports,,,,
5.30,Documents,Monographs,Mission reports,,,,
5.30,Documents,Nonbook materials,,,,,
5.30,Documents,Official publications,,,,,
5.30,Documents,Primary documents,,,,,
5.30,Documents,Translations,,,,,
5.30,Information sources,,,,,,
5.30,Periodicals,Calendars,,,,,
5.30,Periodicals,Newsletters,,,,,
5.30,Periodicals,Newspapers,,,,,
5.30,Periodicals,Yearbooks,,,,,
5.30,Recordings,Audiovisual materials,,,,,
5.30,Recordings,Audiovisual materials,Video recordings,,,,
5.30,Recordings,Sound recordings,,,,,
5.30,Recordings,Sound recordings,Disc recordings,,,,
5.30,Recordings,Sound recordings,Magnetic tape recordings,,,,
